ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) payers registered before due date,Gst ( goods and service tax ) payers registered after due date
4031,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,,,
4032,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,,,
4033,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,,,
4034,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,,,
4035,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,,,
4036,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,,,
4037,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,,,
4038,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,,,
4039,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,,,
4040,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,,,
4041,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,,,
4042,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,,,
4043,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,,,
4044,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,,,
4045,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,,,
4046,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,,,
4047,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,,,
4048,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,,,
4049,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,,,
4050,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,,,
4051,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,,,
4052,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,,,
4053,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,,,
4054,India,37,Ladakh,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,,,
4055,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,,,
4056,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,0,0,0
4057,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,,,
4058,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-3,0,0,0
4059,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-1,,,
4060,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-3,0,0,0
4061,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-1,,,
4062,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-3,0,0,0
4063,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-1,,,
4064,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-3,0,0,0
4065,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-1,,,
4066,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-3,0,0,0
4067,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-1,,,
4068,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-3,0,0,0
4069,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-1,,,
4070,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-3,0,0,0
4071,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-1,,,
4072,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,0,0,0
4073,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-1,868,0,369
4074,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-3,0,0,0
4075,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-1,982,0,423
4076,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-3,,2771,9
4077,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-1,3014,1388,1238
4078,India,37,Ladakh,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-3,0,0,2901
4079,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-1,2812,262,236
4080,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-3,2817,825,2056
4081,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-1,2129,252,263
4082,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-3,3040,690,2212
4083,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-1,3108,954,1723
4084,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-3,3108,1133,1812
4085,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-1,1509,113,436
4086,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-3,3245,1184,1885
4087,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-1,1439,124,448
4088,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-3,3370,1613,1570
4089,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-1,3518,1180,1823
4090,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-3,3518,1964,1362
4091,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-1,1259,131,476
4092,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-3,3623,2248,1177
4093,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-1,1219,187,430
4094,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-3,3714,2515,998
4095,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-1,3842,1914,1287
4096,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,3842,2798,838
4097,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,1986,360,1095
4098,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,1986,1066,746
4099,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,2072,436,1186
4100,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,2072,1066,990
4101,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,4235,1073,2554
4102,India,37,Ladakh,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,4235,3069,1161
4103,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,2070,202,1470
4104,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,2070,396,1621
4105,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,2134,164,1514
4106,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,2134,530,1548
4107,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,4565,850,3024
4108,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,4565,2966,1507
4109,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,2092,369,1221
4110,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,2092,1143,818
4111,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,2205,486,1221
4112,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,2205,1269,811
4113,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,4967,1389,2796
4114,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,4967,3433,1362
4115,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,2151,495,1083
4116,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,2151,1290,668
4117,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,2221,1095,550
4118,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,2221,1388,669
4119,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,5242,1821,2716
4120,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,5242,3673,1306
4121,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,2226,664,1027
4122,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,2226,1453,565
4123,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,2322,1267,453
4124,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,2322,1525,587
4125,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,5417,1956,2703
4126,India,37,Ladakh,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,5417,3823,1208
4127,India,37,Ladakh,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,2272,613,1113
4128,India,37,Ladakh,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,2272,1547,471
4129,India,37,Ladakh,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,2410,741,929
4130,India,37,Ladakh,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,2410,1630,347
4131,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,9640.00000000000000000000,8245.00000000000000000000,1010.00000000000000000000
4132,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,9640.00000000000000000000,6139.00000000000000000000,3370.00000000000000000000
4133,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,5720.00000000000000000000,5067.00000000000000000000,207.00000000000000000000
4134,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,10834.00000000000000000000,4603.00000000000000000000,5954.00000000000000000000
4135,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,11459.00000000000000000000,9473.00000000000000000000,1393.00000000000000000000
4136,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-3,11459.00000000000000000000,6102.00000000000000000000,5037.00000000000000000000
4137,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,5938.00000000000000000000,5261.00000000000000000000,230.00000000000000000000
4138,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,11625.00000000000000000000,6467.00000000000000000000,4746.00000000000000000000
4139,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,6022.00000000000000000000,5307.00000000000000000000,277.00000000000000000000
4140,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,11898.00000000000000000000,7068.00000000000000000000,4303.00000000000000000000
4141,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,12063.00000000000000000000,9769.00000000000000000000,1607.00000000000000000000
4142,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,12063.00000000000000000000,7965.00000000000000000000,3529.00000000000000000000
4143,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,6137.00000000000000000000,5335.00000000000000000000,322.00000000000000000000
4144,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,12294.00000000000000000000,7699.00000000000000000000,3959.00000000000000000000
4145,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,6190.00000000000000000000,5343.00000000000000000000,342.00000000000000000000
4146,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,12481.00000000000000000000,7979.00000000000000000000,3836.00000000000000000000
4147,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,12610.00000000000000000000,9939.00000000000000000000,1868.00000000000000000000
4148,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,12610.00000000000000000000,7603.00000000000000000000,4310.00000000000000000000
4149,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,7694.00000000000000000000,5239.00000000000000000000,473.00000000000000000000
4150,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,12791.00000000000000000000,4477.00000000000000000000,7497.00000000000000000000
4151,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,7812.00000000000000000000,5235.00000000000000000000,529.00000000000000000000
4152,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,13010.00000000000000000000,8038.00000000000000000000,4077.00000000000000000000
4153,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,13173.00000000000000000000,9600.00000000000000000000,2498.00000000000000000000
4154,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,13173.00000000000000000000,8050.00000000000000000000,4178.00000000000000000000
4155,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,7789.00000000000000000000,5094.00000000000000000000,722.00000000000000000000
4156,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,13343.00000000000000000000,8963.00000000000000000000,3386.00000000000000000000
4157,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,7676.00000000000000000000,4824.00000000000000000000,1028.00000000000000000000
4158,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,13507.00000000000000000000,7682.00000000000000000000,4790.00000000000000000000
4159,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,13647.00000000000000000000,7382.00000000000000000000,5050.00000000000000000000
4160,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,13647.00000000000000000000,8914.00000000000000000000,3649.00000000000000000000
4161,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,7577.00000000000000000000,2376.00000000000000000000,3551.00000000000000000000
4162,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,13802.00000000000000000000,7964.00000000000000000000,4724.00000000000000000000
4163,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,7494.00000000000000000000,3161.00000000000000000000,2786.00000000000000000000
4164,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,13873.00000000000000000000,8419.00000000000000000000,4246.00000000000000000000
4165,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,13905.00000000000000000000,4246.00000000000000000000,8433.00000000000000000000
4166,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,13905.00000000000000000000,8279.00000000000000000000,4487.00000000000000000000
4167,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,7238.00000000000000000000,3434.00000000000000000000,2548.00000000000000000000
4168,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,14026.00000000000000000000,7744.00000000000000000000,5065.00000000000000000000
4169,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,7057.00000000000000000000,3422.00000000000000000000,2560.00000000000000000000
4170,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,14038.00000000000000000000,9559.00000000000000000000,3283.00000000000000000000
4171,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,14179.00000000000000000000,3930.00000000000000000000,8850.00000000000000000000
4172,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,14179.00000000000000000000,7202.00000000000000000000,5720.00000000000000000000
4173,India,38,The Dadra And Nagar Haveli And Daman And Diu,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,9191.00000000000000000000,3214.00000000000000000000,2967.00000000000000000000
4174,India,38,The Dadra And Nagar Haveli And Daman And Diu,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,14259.00000000000000000000,8287.00000000000000000000,4557.00000000000000000000
4175,India,38,The Dadra And Nagar Haveli And Daman And Diu,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,8881.00000000000000000000,3258.00000000000000000000,2919.00000000000000000000
4176,India,38,The Dadra And Nagar Haveli And Daman And Diu,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-3,14297.00000000000000000000,8821.00000000000000000000,4089.00000000000000000000
